index;tem_id;name;context;stored_value;unit_inferred;minimum;maximum;step_raw;group_text;address_candidate_hex;type_raw;unit_raw;variant_index;position_raw;page_raw;entry_key_raw;variant_flag_raw;address_low_raw;address_high_raw;header_raw;tail_raw;title;help_text;author_text;controller_text;offset;end_offset;payload_offset;fields_offset
132;15-11;TWVmax Abschalthysterese;Einstellebene 9, WE Einstellungen Wärmepumpe;7;K;2;30;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF1F;13;2;0;17;9;18704;0;31;255;[1, 2, 21, 2];[2, 0, 81];15-11  TWVmax Abschalthysterese;Bei einer TWVmax Abschaltung ist immer diese eingestellte Hysterese wirksam für die Wiederinschaltung.;ich;17385;38535;38819;38537;38585
133;15-12;Kondensator Austritt Störung;Einstellebene 9, WE Einstellungen Wärmepumpe;-5;°C;-20;70;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF3C;13;1;0;18;9;18720;0;60;255;[1, 2, 21, 2];[2, 0, 81];15-12  Kondensator Austritt Störung;Sinkt die Kondensator Austrittstemperatur unter den eingestellten Wert, wird eine Störung 8 generiert und der WE abgeschaltet.;ich;17385;38819;39131;38821;38873
134;15-13;Kondensator Austritt Abschaltoffset;Einstellebene 9, WE Einstellungen Wärmepumpe;2;K;0;10;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF3E;13;2;0;19;9;18736;0;62;255;[1, 2, 21, 2];[2, 0, 81];15-13  Kondensator Austritt Abschaltoffset;Sinkt die Kondensator Austrittstemperatur unter den eingestellten an ID 15-11Wert plus diesen Abschaltoffset, wird der WE abgeschaltet.;ich;17385;39131;39459;39133;39192
135;15-21;Nachlaufzeit Quellenpumpe;Einstellebene 9, WE Einstellungen Wärmepumpe;0,5;min;0;15;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF26A;13;6;0;20;9;18752;0;106;242;[1, 2, 21, 2];[1, 0, 81];15-21  Nachlaufzeit Quellenpumpe;Die Quellenpumpe (QP) oder das Gebläse laufen nach Abschalten des Kompressors noch für die hier festgelegte Zeit nach.;ich;17385;39459;39760;39461;39510
136;15-22;Wärmequelle Frostschutztemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;-12;°C;-50;10;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF288;13;1;0;21;9;18768;0;136;242;[1, 2, 21, 2];[2, 0, 81];15-22  Wärmequelle Frostschutztemperatur;Unterschreitet die Wärmequellen Austrittstemperatur (TWA) den hier eingestellten Wert, so wird die Quellenpumpe oder das Gebläse und der Kompressor abgeschaltet. Störung Err 02 wird angezeigt.;ich;17385;39760;40143;39762;39819
82;15-23;Frostschutztemperatur TVD;Einstellebene 5, Brauchwasserbereitung;4;;-20;20;5;Einstellebene 5, Brauchwasserbereitung;0xF29E;13;0;0;10;5;10400;0;158;242;[1, 2, 21, 2];[2, 0, 81];15-23 Frostschutztemperatur TVD;Der TVD (Klemme 45) wirkt, in Stellung 2 des Einstellers 5-5, als Frostschutzfühler für die separate WW-Wärmepumpe. Diese Wärmepumpe wird abgeschaltet, sobald die Temperatur TVD den hier eingestellten Wert unterschreitet.;ich;17385;23319;23716;23321;23369
137;15-24;Wärmequelle Eintrittsschutztemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;40;°C;0;50;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF28A;13;1;0;22;9;18784;0;138;242;[1, 2, 21, 2];[2, 0, 81];15-24  Wärmequelle Eintrittsschutztemperatur;Überschreitet die Wärmequellen-Eintrittstemperatur (TWE) den hier eingestellten Wert, wird die Quellenpumpe oder das Gebläse und der Kompressor abgeschaltet.;ich;17385;40143;40495;40145;40206
138;15-25;Abschaltoffset Frostschutz;Einstellebene 9, WE Einstellungen Wärmepumpe;2;K;0;20;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF28E;13;2;0;23;9;18800;0;142;242;[1, 2, 21, 2];[2, 0, 81];15-25  Abschaltoffset Frostschutz;"Dieser Einsteller ermöglicht bei Frostgefahr ein Abschalten des Kompressors bevor eine Störung ausgelöst
wird. Die Wärmequellen-Frostschutztemperatur (Einsteller 15-22) plus der hier eingestellte Wert ergeben die Abschaltgrenze.";ich;17385;40495;40908;40497;40547
139;15-26;TWE-Temperaturpunkt TWVmax Reduktion;Einstellebene 9, WE Einstellungen Wärmepumpe;-20;°C;-20;10;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF28;1;1;0;24;9;18816;0;40;255;[1, 2, 21, 1];[2, 0, 81];15-26  TWE-Temperaturpunkt TWVmax Reduktion;Wärmequellen Eintrittstemperatur für die Absenkung der maximalen Wärmepumpen Vorlauftemperatur.;ich;17385;40908;41197;40910;40970
140;15-27;TWVmax bei TWE Grenztemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;60;°C;20;60;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF2A;0;1;0;25;9;18832;0;42;255;[1, 2, 21, 1];[2, 0, 81];15-27  TWVmax bei TWE Grenztemperatur;Maximale Wärmepumpen Vorlauftemperatur bei Wärmequellen Eintritts Grenztemperatur (15-28).;ich;17385;41197;41475;41199;41253
141;15-28;TWE Grenztemperatur;Einstellebene 9, WE Einstellungen Wärmepumpe;-30;°C;-30;10;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF29;1;1;0;26;9;18848;0;41;255;[1, 2, 21, 1];[2, 0, 81];15-28  TWE Grenztemperatur ;Wärmequellen Eintritts Grenzemperatur für Wärmepumpen Vorlaufreduktion;ich;17385;41475;41723;41477;41521
142;15-40;Abtautyp;Einstellebene 9, WE Einstellungen Wärmepumpe;0;;0;2;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF26E;0;0;0;27;9;18864;0;110;242;[1, 2, 21, 1];[2, 0, 81];15-40  Abtautyp;"Damit wird festgelegt auf welche Art abgetaut wird. Der eingestellte Code hat folgende Bedeutung:
0 = Keine Abtauung (Sole / Wasser- oder Wasser / Wasser Wärmepumpe)
1 = Temperaturabhängige Abtaueinleitung
2 = Druckabhängige Abtaueinleitung";ich;17385;41723;42132;41725;41757
143;15-41;Abtaudifferenz (TWE - TVD);Einstellebene 9, WE Einstellungen Wärmepumpe;10;°C;3;30;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF270;13;1;0;28;9;18880;0;112;242;[1, 2, 21, 2];[2, 0, 81];15-41  Abtaudifferenz (TWE - TVD);"Für eine Abtaueinleitung muss die Temperaturdifferenz Wärmequelle-Eintrittstemperatur TWE – Verdampfungstemperatur
TVD grösser sein, als der in diesem Einsteller eingestellte Wert.";ich;17385;42132;42497;42134;42184
144;15-42;Freigabe Abtauung (TVD);Einstellebene 9, WE Einstellungen Wärmepumpe;-6;°C;-20;20;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF272;13;1;0;29;9;18896;0;114;242;[1, 2, 21, 2];[2, 0, 81];15-42  Freigabe Abtauung (TVD);"Bei 15-40 = 1: Für eine Freigabe der Abtauung muss die Verdampfungstemperatur TVD kleiner sein, als der in diesem Parameter eingestellte Wert.
Bei 15-40 = 2: Für eine Freigabe der Abtauung muss die Aussentemperatur TA kleiner sein, als der in diesem Parameter eingestellte Wert.";ich;17385;42497;42959;42499;42546
145;15-43;Abtauendetemperatur (TVD);Einstellebene 9, WE Einstellungen Wärmepumpe;9;°C;0;40;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF274;13;1;0;30;9;18912;0;116;242;[1, 2, 21, 2];[1, 0, 81];15-43  Abtauendetemperatur (TVD);Überschreitet die Verdampfungstemperatur TVD den in diesem Einsteller eingestellten Wert, wird die Abtauung beendet.;ich;17385;42959;43258;42961;43010
146;15-44;Abtaudauer;Einstellebene 9, WE Einstellungen Wärmepumpe;10;min;0;30;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF276;13;6;0;31;9;18928;0;118;242;[1, 2, 21, 2];[1, 0, 81];15-44  Abtaudauer;Die Abtauung wird beendet, spätestens nach Ablauf der in diesem Einsteller eingestellten Dauer.;ich;17385;43258;43521;43260;43294
147;15-45;Abtausperrzeit;Einstellebene 9, WE Einstellungen Wärmepumpe;45;min;0;60;5;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF278;13;6;0;32;9;18944;0;120;242;[1, 2, 21, 2];[1, 0, 81];15-45  Abtausperrzeit;Nach Beendigung einer Abtauung, kann eine weitere Abtauung erst erfolgen, nach Ablauf der in diesem Einsteller eingestellten Abtausperrzeit.;ich;17385;43521;43833;43523;43561
148;15-46;Verzögerung Niederdruck;Einstellebene 9, WE Einstellungen Wärmepumpe;10;s?;0;250;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF26F;0;7;0;33;9;18960;0;111;242;[1, 2, 21, 1];[2, 0, 81];15-46  Verzögerung Niederdruck;Eine Störung des Niederdruck Pressostaten muss mindestens um die hier eingestellte Zeit anliegen bis die Störung ausgelöst und angezeigt wird.;ich;17385;43833;44156;43835;43882
149;15-47;Abtropfzeit;Einstellebene 9, WE Einstellungen Wärmepumpe;0;;0;100;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF26;0;0;0;34;9;18976;0;38;255;[1, 2, 21, 1];[2, 0, 81];15-47  Abtropfzeit;"Nach erfolgter Abtauung wird der Verdichter abgeschaltet und das Abtauventil bleib für die Abtropfzeit wahlweise ein oder ausgeschaltet.
Achtung der Wert ist im 0.1 Minuten Format. (10 = 1.0 Min)";ich;17385;44156;44521;44158;44193
150;15-48;Verzögerung Druckdifferenzeingang;Einstellebene 9, WE Einstellungen Wärmepumpe;120;;0;250;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF27;0;0;0;35;9;18992;0;39;255;[1, 2, 21, 1];[2, 0, 81];15-48  Verzögerung Druckdifferenzeingang ;Bei Differenzdruck Abtauung muss der Differndruckschalter für die eingestellte Zeit geschlossen sein, damit eine Abtauung gestartet wird.;ich;17385;44521;44850;44523;44581
151;15-49;Abtau Frostschutzstörung;Einstellebene 9, WE Einstellungen Wärmepumpe;12;°C;3;20;10;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF40;13;1;0;36;9;19008;0;64;255;[1, 2, 21, 2];[2, 0, 81];15-49  Abtau Frostschutzstörung;Sinkt die Wärmepumpen Vorlauftemperatur im Abtaubetrieb unter den eingestellten Wert, wird eine Frostschutzstörung 9 generiert und der WE abgeschaltet.;ich;17385;44850;45183;44852;44900
152;15-50;Abtau Frostschutz Offset Zusatzheizung;Einstellebene 9, WE Einstellungen Wärmepumpe;2;K;2;10;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF42;13;2;0;37;9;19024;0;66;255;[1, 2, 21, 2];[2, 0, 81];15-50  Abtau Frostschutz Offset Zusatzheizung;Sinkt die Wärmepumpen Vorlauftemperatur im Abtaubetrieb unter den an ID 15-49 eingestellten Wert plus diesen Offset, wird eine Zusatzheizung Abtaubetrieb freigegeben..;ich;17385;45183;45546;45185;45247
153;15-60;Anpassen TWA Messwert;Einstellebene 9, WE Einstellungen Wärmepumpe;0;K;0;5;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xF28C;13;2;0;38;9;19040;0;140;242;[1, 2, 21, 2];[2, 0, 81];15-60  Anpassen TWA Messwert;Mit diesem Einsteller kann der Messwert des Wärmequellen-Austrittsfühlers TWA, werkseitig, an die Wärmepumpe angepasst werden.;ich;17385;45546;45851;45548;45593
3;;Automatikprogramm;Heizkreis 1 (abgeleitet);0;;0;2;1;Einstellebene 1, ;0xF00B;0;0;0;1;1;2064;1;11;240;[1, 2, 21, 1];[0, 0, 81];-----  Automatikprogramm;"0 = Uhrprogramm 1
1 = Uhrprogramm 2
2 = Uhrprogramm 3";ich;17385;697;900;699;740
4;;Automatikprogramm;Heizkreis 2 (abgeleitet);0;;0;2;1;Einstellebene 1, ;0xF333;0;0;1;1;1;2065;1;51;243;[1, 2, 21, 1];[0, 0, 81];-----  Automatikprogramm;"0 = Uhrprogramm 1
1 = Uhrprogramm 2
2 = Uhrprogramm 3";ich;17385;900;1103;902;943
24;;BW Zeitprog mit Heizkreisprogramm 1;Heizkreis 1 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF06D;0;0;0;8;2;4224;1;109;240;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 1;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 1";ich;17385;5208;5467;5210;5269
25;;BW Zeitprog mit Heizkreisprogramm 1;Heizkreis 2 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF06D;0;0;1;8;2;4225;1;109;240;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 1;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 1";ich;17385;5467;5726;5469;5528
26;;BW Zeitprog mit Heizkreisprogramm 2;Heizkreis 1 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF0CB;0;0;0;9;2;4240;1;203;240;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 2;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 2";ich;17385;5726;5985;5728;5787
27;;BW Zeitprog mit Heizkreisprogramm 2;Heizkreis 2 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF0CB;0;0;1;9;2;4241;1;203;240;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 2;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 2";ich;17385;5985;6244;5987;6046
28;;BW Zeitprog mit Heizkreisprogramm 3;Heizkreis 1 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF129;0;0;0;10;2;4256;1;41;241;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 3;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 3";ich;17385;6244;6503;6246;6305
29;;BW Zeitprog mit Heizkreisprogramm 3;Heizkreis 2 (abgeleitet);0;;0;1;1;Einstellebene 2, ;0xF129;0;0;1;10;2;4257;1;41;241;[1, 2, 21, 1];[0, 0, 81];-----  BW Zeitprog mit Heizkreisprogramm 3;"0 = Freigabe mit separarem Warmwasser Zeitprogramm
1 = Freigabe mit Heizkreis Zeitprogramm 3";ich;17385;6503;6762;6505;6564
30;;Störung quittieren;Einstellebene 2;0;;0;1;1;Einstellebene 2, ;0x0889;0;0;0;11;2;4272;0;137;8;[0, 0, 21, 1];[1, 0, 81];-----  Störung quittieren;"Störung quittieren
0 = nein
1 = quittieren";ich;17385;6762;6955;6764;6806
31;;Betriebsdaten zurückstellen;Einstellebene 2;0;;0;2;1;Einstellebene 2, ;0x0B51;0;0;0;12;2;4288;0;81;11;[0, 0, 21, 1];[3, 0, 81];-----  Betriebsdaten zurückstellen;"Betriebsdaten zurückstellen:
0 = keine Rückstellung
1 = Rückstellung Betriebsdaten Wärmepumpe
2 = Rückstellung Betriebsdaten Zusatzheizung";ich;17385;6955;7254;6957;7008
154;;TWA Maximalwert;Einstellebene 9, WE Einstellungen Wärmepumpe;150;°C;0;150;1;Einstellebene 9, WE Einstellungen Wärmepumpe;0xFF2B;0;1;0;39;9;19056;0;43;255;[1, 2, 21, 1];[3, 0, 81];-----   TWA Maximalwert;"Mit diesem Einsteller kann eine Temperaturgrenze für den WQA Fühler gesetzt werden (Kurzschlussüberwachung).
Eine Überschreitung der Temperatur führt zu einer Störabschaltung (WQA Frostschutzstörung).
Eine Einstellung >125 °C bewirkt, dass keine Störung generiert wird.";ich;17385;45851;46298;45853;45893
